=== SUSPECTED HANG CAPTURE 2026-06-15T01:04:50Z elapsed=121s node-claude-pid=42587 ===
log_bytes=       0 deadline=1800s
--- ps -ef ---
  UID   PID  PPID   C STIME   TTY           TIME CMD
    0 29265     1   0  9:54오전 ??         0:03.06 /usr/libexec/mobileassetd
  501 29671     1   0 목11오전 ??         6:40.90 /usr/sbin/cfprefsd agent
    0 29941     1   0  9:55오전 ??         0:00.54 /usr/libexec/ospredictiond
    0 30258     1   0  9:55오전 ??         0:00.23 /usr/libexec/wifip2pd
  501 30387     1   0  9:55오전 ??         0:00.19 /System/Library/Frameworks/ApplicationServices.framework/Versions/A/Frameworks/HIServices.framework/Versions/A/XPCServices/com.apple.hiservices-xpcservice.xpc/Contents/MacOS/com.apple.hiservices-xpcservice
    0 31110     1   0 금07오후 ??         0:01.18 /System/Library/PrivateFrameworks/Categories.framework/Versions/A/XPCServices/CategoriesService.xpc/Contents/MacOS/CategoriesService
  501 32031 18237   0  9:57오전 ??         0:00.01 /Applications/Codex.app/Contents/Resources/node_repl
  501 32035 32031   0  9:57오전 ??         0:00.10 /Applications/Codex.app/Contents/Resources/codex app-server --listen stdio://
  501 32039 18237   0  9:57오전 ??         0:00.09 node /Users/rexxa/.codex/plugins/cache/sisyphuslabs/omo/4.9.2/mcp/lsp/dist/cli.js mcp
  501 32050 18237   0  9:57오전 ??         0:00.09 node /Users/rexxa/.codex/plugins/cache/sisyphuslabs/omo/4.9.2/mcp/ast_grep/dist/cli.js mcp
  501 32327     1   0 수12오전 ??         0:02.25 /System/Library/Frameworks/Security.framework/Versions/A/XPCServices/TrustedPeersHelper.xpc/Contents/MacOS/TrustedPeersHelper
  501 32815     1   0 수02오후 ??         0:16.47 /System/Library/PrivateFrameworks/AppleMediaServices.framework/Resources/amsaccountsd
  501 33735     1   0 금07오전 ??         0:56.93 /System/Library/PrivateFrameworks/AXAssetLoader.framework/Support/axassetsd
  501 34605 43578   0  9:59오전 ??         0:00.05 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/149.0.7827.54/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=ko --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=4647 --time-ticks-at-unix-epoch=-1780837318995350 --launch-time-ticks=616260546251 --shared-files --metrics-shmem-handle=1752395122,r,10475664037841170512,16748492175679197159,2097152 --field-trial-handle=1718379636,r,15381062003043320505,14251116382665503521,262144 --variations-seed-version --pseudonymization-salt-handle=1935764596,r,6643408758771656220,10412330352990354329,4 --trace-process-track-uuid=3190713340745343797 --seatbelt-client=245
  501 34822     1   0 월07오후 ??         0:19.17 Contents/Library/LaunchAgents/com.microsoft.teams2.agent
  501 35040     1   0 금07오후 ??         1:06.73 /usr/libexec/networkserviceproxy
  501 35470     1   0  9:59오전 ??         0:00.08 /System/Library/PrivateFrameworks/iCloudDriveService.framework/XPCServices/ContainerMetadataExtractor.xpc/Contents/MacOS/ContainerMetadataExtractor
  501 35474     1   0  9:59오전 ??         0:00.08 /System/Library/PrivateFrameworks/AppPredictionFoundation.framework/Versions/A/XPCServices/AppPredictionIntentsHelperService.xpc/Contents/MacOS/AppPredictionIntentsHelperService
    0 35634     1   0  9:59오전 ??         0:00.03 /System/Library/CoreServices/TimeMachine/backupd-helper -launchd
  501 36237     1   0  5:55오후 ??         0:55.21 /Applications/Microsoft Excel.app/Contents/MacOS/Microsoft Excel
  501 36248     1   0  5:55오후 ??         0:07.60 /System/Library/PrivateFrameworks/SafariPlatformSupport.framework/Versions/A/XPCServices/com.apple.SafariPlatformSupport.Helper.xpc/Contents/MacOS/com.apple.SafariPlatformSupport.Helper
  501 36359 43578   0 금08오후 ??        23:24.10 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/149.0.7827.54/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=ko --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=3173 --time-ticks-at-unix-epoch=-1780837318995350 --launch-time-ticks=405109651955 --shared-files --metrics-shmem-handle=1752395122,r,12930526329186839570,16652031493086435534,2097152 --field-trial-handle=1718379636,r,15381062003043320505,14251116382665503521,262144 --variations-seed-version --pseudonymization-salt-handle=1935764596,r,6643408758771656220,10412330352990354329,4 --trace-process-track-uuid=3190711959545658371 --seatbelt-client=66
  501 36447 43578   0 금08오후 ??         0:26.03 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/149.0.7827.54/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=ko --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=3178 --time-ticks-at-unix-epoch=-1780837318995350 --launch-time-ticks=405115635810 --shared-files --metrics-shmem-handle=1752395122,r,627475501578116059,2536871056461766996,2097152 --field-trial-handle=1718379636,r,15381062003043320505,14251116382665503521,262144 --variations-seed-version --pseudonymization-salt-handle=1935764596,r,6643408758771656220,10412330352990354329,4 --trace-process-track-uuid=3190711964230867616 --seatbelt-client=66
  501 36448 43578   0 금08오후 ??         0:08.28 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/149.0.7827.54/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=ko --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=3179 --time-ticks-at-unix-epoch=-1780837318995350 --launch-time-ticks=405115659875 --shared-files --metrics-shmem-handle=1752395122,r,5032848364324633939,10124786053144517763,2097152 --field-trial-handle=1718379636,r,15381062003043320505,14251116382665503521,262144 --variations-seed-version --pseudonymization-salt-handle=1935764596,r,6643408758771656220,10412330352990354329,4 --trace-process-track-uuid=3190711965167909465 --seatbelt-client=66
    0 39075     1   0 금03오전 ??         0:43.57 /usr/libexec/triald_system
  501 40287     1   0 목01오전 ??         1:59.81 /System/Library/PrivateFrameworks/TCC.framework/Support/tccd
  501 40306     1   0  8 6월26 ??         1:24.95 /System/Library/CoreServices/PowerChime.app/Contents/MacOS/PowerChime
  501 40428     1   0 10:01오전 ??         0:00.28 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared -s mdworker -c MDSImporterWorker -m com.apple.mdworker.shared
  501 40577     1   0 10:01오전 ??         0:00.30 /usr/libexec/inputanalyticsd
    0 40578     1   0 10:01오전 ??         0:00.04 /usr/sbin/spindump
  501 40579     1   0 10:01오전 ??         0:00.02 /usr/libexec/spindump_agent
    0 40598     1   0  8 6월26 ??         0:00.72 /usr/libexec/wifivelocityd
  501 41225     1   0 금08오후 ??         0:03.85 /System/Library/PrivateFrameworks/IMDPersistence.framework/XPCServices/IMDPersistenceAgent.xpc/Contents/MacOS/IMDPersistenceAgent
  501 41292     1   0 10:02오전 ??         0:00.19 /System/Library/PrivateFrameworks/SafariSafeBrowsing.framework/com.apple.Safari.SafeBrowsing.Service
  501 41293     1   0 10:02오전 ??         0:00.73 /usr/libexec/mlhostd
  501 41371     1   0 10:02오전 ??         0:00.08 /System/Library/Frameworks/ExtensionFoundation.framework/Versions/A/XPCServices/extensionkitservice.xpc/Contents/MacOS/extensionkitservice
  501 41373     1   0 10:02오전 ??         0:00.07 /usr/libexec/secinitd
  501 42130 18237   0 토01오전 ??         0:00.00 /Applications/Codex.app/Contents/Resources/node_repl
  501 42132 42130   0 토01오전 ??         0:05.60 /Applications/Codex.app/Contents/Resources/codex app-server --listen stdio://
  501 42135 18237   0 토01오전 ??         0:00.00 <defunct>
  501 42511     1   0  2:01오후 ??         0:00.11 /System/Library/ExtensionKit/Extensions/AudiovisualThumbnailExtension.appex/Contents/MacOS/AudiovisualThumbnailExtension -LaunchArguments eyJ0eXBlIjoxLCJzZXJ2aWNlTmFtZSI6ImNvbS5hcHBsZS5xdWlja2xvb2sudGh1bWJuYWlsLkF1ZGlvdmlzdWFsRXh0ZW5zaW9uIiwiZW5oYW5jZWRTZWN1cml0eSI6ZmFsc2V9
  501 42582 20832   0 10:02오전 ??         0:00.02 bash tools/harness/harness_pipeline.sh inventory-2-2-pickup .harness/prompts/inventory-2-2-pickup.md --full
